-0.3370  	0.23551  	-0.2036  	-0.5213  	-0.1048  	-0.2443  	0.15831  	0.06999  	0.25789  	-0.0565  	0.12022  	0.44161  	0.00482  	-0.1058  	-0.3801  	0.28232  	0.02579  	-0.3019  	-0.1171  	-0.8241  	-0.0668  	0.13114  	0.33054  	-0.4002  	0.17462  	-0.1160  	0.59318  	-0.5071  	0.06255  	0.28029  	0.05545  	-0.0752  	0.26426  	0.02886  	0.13565  	0.00169  	0.48241  	0.16145  	-0.2910  	0.13007  	-0.0389  	-0.0618  	0.03245  	0.06427  	-0.1145  	-0.0263  	-0.0448  	0.15309  	0.10888  	-0.1124  	0.00938  	-0.0063  	-0.0323  	0.00940  	-0.0534  	0.00664  	-0.0127  	0.00741  	-0.0137  	-0.0103  	-0.0176  	-0.0183  	0.00368  	0.02631  	-0.0524  	0.09682  	-0.0272  	-0.0062  	0.05115  	0.11706  	
-0.5561  	0.11143  	-0.3494  	-0.6162  	-0.1158  	-0.3577  	0.15097  	-0.0642  	0.19354  	0.04267  	0.09383  	0.38320  	-0.0448  	-0.2624  	-0.5502  	0.23083  	0.02360  	-0.2254  	-0.1087  	-0.7564  	-0.3143  	0.11696  	0.27518  	-0.5008  	0.22483  	-0.0946  	0.46378  	-0.3015  	0.22607  	0.29857  	0.04963  	-0.0951  	0.22542  	0.03040  	0.02602  	0.10697  	0.33241  	0.11771  	-0.2516  	0.15387  	-0.0059  	-0.0640  	0.04587  	0.08377  	-0.1137  	-0.0281  	-0.0409  	0.15089  	0.11346  	-0.1144  	0.02411  	-0.0062  	-0.0333  	0.01163  	-0.0502  	-0.0035  	-0.0049  	0.00807  	-0.0144  	-0.0083  	-0.0260  	-0.0210  	0.00615  	0.02873  	-0.0524  	0.09682  	-0.0272  	-0.0062  	0.05115  	0.11706  	
-0.7273  	0.05576  	-0.4456  	-0.7067  	-0.1657  	-0.4249  	0.13615  	-0.1150  	0.15672  	0.02246  	0.08189  	0.31852  	-0.1070  	-0.3410  	-0.5808  	0.10734  	0.05399  	-0.2439  	-0.0935  	-0.7821  	-0.2831  	0.15693  	0.29563  	-0.4767  	0.29158  	-0.1072  	0.55435  	-0.3407  	0.28440  	0.32409  	0.03174  	-0.0972  	0.17016  	0.02466  	0.01910  	0.15589  	0.36581  	0.10634  	-0.2528  	0.15367  	-0.0043  	-0.0710  	0.02871  	0.08732  	-0.0966  	-0.0313  	-0.0463  	0.13654  	0.10140  	-0.1159  	0.02160  	-0.0078  	-0.0296  	0.00559  	-0.0495  	0.00170  	0.00013  	0.01118  	-0.0094  	-0.0083  	-0.0252  	-0.0214  	0.00427  	0.02860  	-0.0524  	0.09682  	-0.0272  	-0.0062  	0.05115  	0.11706  	
-0.7667  	0.04742  	-0.4795  	-0.6883  	-0.1900  	-0.4012  	0.09169  	-0.1762  	0.11653  	-0.0266  	0.10707  	0.31880  	-0.1568  	-0.4819  	-0.5383  	0.09285  	0.07930  	-0.3019  	-0.0843  	-0.8579  	-0.2346  	0.18791  	0.41070  	-0.4159  	0.27766  	-0.1021  	0.61659  	-0.4222  	0.21799  	0.33719  	0.03091  	-0.0759  	0.14448  	0.02141  	0.02665  	0.13680  	0.43049  	0.12391  	-0.2834  	0.13294  	-0.0189  	-0.0676  	0.01170  	0.09173  	-0.0967  	-0.0269  	-0.0475  	0.11851  	0.09913  	-0.1120  	0.01306  	-0.0109  	-0.0288  	0.00721  	-0.0475  	0.00131  	-0.0007  	0.01740  	-0.0068  	-0.0151  	-0.0273  	-0.0252  	0.00488  	0.02398  	-0.0524  	0.09682  	-0.0272  	-0.0062  	0.05115  	0.11706  	
-0.7066  	0.04253  	-0.4562  	-0.6462  	-0.1593  	-0.3864  	0.10371  	-0.1357  	0.13268  	0.02374  	0.08381  	0.33168  	-0.1139  	-0.4513  	-0.5635  	0.17587  	0.03341  	-0.2870  	-0.0886  	-0.8222  	-0.2909  	0.17122  	0.37608  	-0.4658  	0.25396  	-0.1029  	0.55403  	-0.3911  	0.22615  	0.33548  	0.04288  	-0.0832  	0.15936  	0.02408  	0.02399  	0.15614  	0.40584  	0.11151  	-0.2763  	0.14989  	-0.0259  	-0.0705  	0.02314  	0.09207  	-0.1050  	-0.0281  	-0.0449  	0.12746  	0.10714  	-0.1162  	0.01421  	-0.0107  	-0.0313  	0.00809  	-0.0441  	0.00350  	-0.0056  	0.01267  	-0.0124  	-0.0126  	-0.0314  	-0.0265  	0.00348  	0.02595  	-0.0524  	0.09682  	-0.0272  	-0.0062  	0.05115  	0.11706  	
-0.6536  	0.04036  	-0.4064  	-0.6024  	-0.1232  	-0.3615  	0.13410  	-0.1252  	0.14875  	0.09122  	0.09145  	0.37488  	-0.0877  	-0.4392  	-0.6489  	0.23127  	0.03401  	-0.2406  	-0.0813  	-0.7879  	-0.3193  	0.15510  	0.26948  	-0.4729  	0.29594  	-0.1174  	0.53820  	-0.3467  	0.26320  	0.32637  	0.04035  	-0.0807  	0.15193  	0.02167  	0.01179  	0.19833  	0.37968  	0.10419  	-0.2553  	0.16934  	-0.0251  	-0.0745  	0.03004  	0.08584  	-0.0926  	-0.0285  	-0.0425  	0.13583  	0.11743  	-0.1139  	0.02594  	-0.0139  	-0.0318  	0.00510  	-0.0433  	0.00168  	-0.0008  	0.01053  	-0.0120  	-0.0039  	-0.0289  	-0.0329  	0.00619  	0.02835  	-0.0524  	0.09682  	-0.0272  	-0.0062  	0.05115  	0.11706  	
-0.6307  	0.04745  	-0.4132  	-0.5915  	-0.0992  	-0.3473  	0.15042  	-0.1363  	0.15364  	0.06893  	0.06446  	0.34105  	-0.0782  	-0.4359  	-0.5944  	0.21718  	0.03480  	-0.2629  	-0.0810  	-0.7968  	-0.3134  	0.18263  	0.25816  	-0.4734  	0.35122  	-0.1328  	0.57577  	-0.3245  	0.29066  	0.35786  	0.02900  	-0.0772  	0.13947  	0.02352  	0.01878  	0.20902  	0.37131  	0.10766  	-0.2517  	0.16896  	-0.0469  	-0.0705  	0.02605  	0.08831  	-0.0963  	-0.0322  	-0.0461  	0.13259  	0.11822  	-0.1166  	0.02951  	-0.0145  	-0.0313  	0.00720  	-0.0424  	0.00507  	-0.0003  	0.01240  	-0.0126  	-0.0027  	-0.0276  	-0.0327  	0.00892  	0.02793  	-0.0524  	0.09682  	-0.0272  	-0.0062  	0.05115  	0.11706  	
-0.6567  	0.06008  	-0.4489  	-0.5564  	-0.1093  	-0.3437  	0.12720  	-0.1577  	0.12455  	0.00125  	0.02525  	0.32169  	-0.1121  	-0.3864  	-0.4784  	0.14115  	0.05321  	-0.2955  	-0.0920  	-0.8167  	-0.2646  	0.18624  	0.30707  	-0.4424  	0.31140  	-0.1311  	0.59095  	-0.3734  	0.25201  	0.36172  	0.02542  	-0.0666  	0.14359  	0.03491  	0.05784  	0.18204  	0.38799  	0.10993  	-0.2700  	0.14564  	-0.0593  	-0.0779  	0.01368  	0.07708  	-0.0969  	-0.0301  	-0.0487  	0.12021  	0.10948  	-0.1144  	0.02628  	-0.0115  	-0.0294  	0.00582  	-0.0453  	0.00563  	-0.0007  	0.01662  	-0.0068  	-0.0076  	-0.0301  	-0.0344  	0.00418  	0.02122  	-0.0524  	0.09682  	-0.0272  	-0.0062  	0.05115  	0.11706  	
-0.5978  	0.06699  	-0.4023  	-0.5198  	-0.0757  	-0.3395  	0.16635  	-0.1404  	0.12935  	0.04535  	0.06583  	0.35864  	-0.0876  	-0.3786  	-0.5257  	0.23229  	0.02923  	-0.2693  	-0.0937  	-0.7689  	-0.3083  	0.18925  	0.24287  	-0.4476  	0.32927  	-0.1399  	0.56446  	-0.3343  	0.25640  	0.34758  	0.01801  	-0.0679  	0.14594  	0.02972  	0.05890  	0.20495  	0.36691  	0.10694  	-0.2632  	0.15960  	-0.0485  	-0.0631  	0.00868  	0.06809  	-0.0892  	-0.0315  	-0.0492  	0.13101  	0.12024  	-0.1150  	0.02953  	-0.0123  	-0.0253  	0.00586  	-0.0431  	0.00512  	0.00391  	0.01276  	-0.0098  	-0.0041  	-0.0298  	-0.0331  	0.00700  	0.02313  	-0.0524  	0.09682  	-0.0272  	-0.0062  	0.05115  	0.11706  	
-0.5893  	0.04387  	-0.3870  	-0.5669  	-0.1068  	-0.3497  	0.15286  	-0.1163  	0.15832  	0.04765  	0.06143  	0.36648  	-0.0842  	-0.4101  	-0.5443  	0.23991  	0.00947  	-0.2571  	-0.0766  	-0.7640  	-0.3061  	0.19530  	0.25605  	-0.4580  	0.33993  	-0.1309  	0.55227  	-0.3438  	0.27326  	0.32535  	0.02270  	-0.0745  	0.14942  	0.02644  	0.04833  	0.19534  	0.37186  	0.11032  	-0.2589  	0.17309  	-0.0399  	-0.0563  	0.02254  	0.08213  	-0.0981  	-0.0307  	-0.0460  	0.13747  	0.11562  	-0.1124  	0.03191  	-0.0136  	-0.0300  	0.00686  	-0.0430  	0.00388  	0.00307  	0.01150  	-0.0107  	-0.0021  	-0.0299  	-0.0321  	0.00259  	0.02732  	-0.0524  	0.09682  	-0.0272  	-0.0062  	0.05115  	0.11706  	
-0.7203  	0.04042  	-0.4603  	-0.5839  	-0.1297  	-0.3729  	0.13763  	-0.1419  	0.12179  	0.01806  	0.01288  	0.30405  	-0.1109  	-0.3847  	-0.5233  	0.16011  	0.06210  	-0.2815  	-0.0974  	-0.7851  	-0.2852  	0.18671  	0.26573  	-0.4145  	0.34499  	-0.1285  	0.60603  	-0.3697  	0.27213  	0.36360  	0.01634  	-0.0623  	0.13948  	0.02341  	0.04050  	0.19616  	0.37040  	0.10287  	-0.2598  	0.17520  	-0.0535  	-0.0729  	0.01487  	0.08451  	-0.1026  	-0.0276  	-0.0446  	0.12409  	0.11111  	-0.1089  	0.03193  	-0.0129  	-0.0317  	0.00649  	-0.0441  	0.00303  	0.00416  	0.01540  	-0.0114  	-0.0054  	-0.0309  	-0.0363  	0.00784  	0.02602  	-0.0524  	0.09682  	-0.0272  	-0.0062  	0.05115  	0.11706  	
-0.6340  	0.04030  	-0.4608  	-0.5145  	-0.0749  	-0.3676  	0.13553  	-0.1664  	0.10817  	0.02833  	0.03970  	0.34172  	-0.0967  	-0.4467  	-0.5703  	0.21960  	0.04015  	-0.2852  	-0.0945  	-0.7965  	-0.3185  	0.16302  	0.27053  	-0.4478  	0.34743  	-0.1351  	0.59966  	-0.3275  	0.23059  	0.37585  	0.02477  	-0.0585  	0.12022  	0.02485  	0.03278  	0.20885  	0.37203  	0.11235  	-0.2711  	0.14649  	-0.0641  	-0.0749  	0.00820  	0.07692  	-0.1013  	-0.0233  	-0.0499  	0.13122  	0.11328  	-0.1097  	0.02893  	-0.0081  	-0.0297  	0.01153  	-0.0467  	0.00270  	0.00143  	0.01420  	-0.0070  	-0.0110  	-0.0386  	-0.0363  	0.00469  	0.01721  	-0.0524  	0.09682  	-0.0272  	-0.0062  	0.05115  	0.11706  	
